,title,artist,top_genre,year,added,bpm,nrgy,dB,live,val,dur,acous,spch,pop
1236,Riptide,Vance Joy,folk-pop,2014,2024‑02‑01,102,73,-7,15,51,204,43,4,85
1237,Story of My Life,One Direction,boy band,2013,2024‑02‑01,121,66,-6,12,29,245,23,5,85
1238,Paradise,Coldplay,permanent wave,2011,2024‑02‑01,140,59,-7,8,21,279,5,3,87
1239,Sign of the Times,Harry Styles,pop,2017,2024‑02‑01,120,60,-5,11,22,341,3,3,86
1240,I'm Not The Only One,Sam Smith,pop,2014,2024‑02‑01,82,49,-6,8,49,239,53,4,87
1241,Set Fire to the Rain,Adele,british soul,2011,2024‑02‑01,108,67,-4,11,45,243,0,2,87
1242,Bones,Imagine Dragons,modern rock,2022,2024‑02‑01,114,75,-4,7,59,165,2,5,87
1243,Take Me To Church,Hozier,irish singer-songwriter,2014,2024‑02‑01,129,66,-5,12,44,242,63,5,87
1244,Stay With Me,Sam Smith,pop,2014,2024‑02‑01,84,42,-6,11,18,173,59,4,87
1245,Photograph,Ed Sheeran,pop,2014,2024‑02‑01,108,38,-10,10,20,259,61,5,87
1246,7 Years,Lukas Graham,danish pop,2016,2024‑02‑01,120,47,-6,39,34,237,29,5,87
1247,Demons,Imagine Dragons,modern rock,2012,2024‑02‑01,90,71,-3,27,43,178,19,3,88
1248,Before You Go,Lewis Capaldi,pop,2019,2024‑02‑01,112,57,-5,9,18,215,60,6,87
1249,SNAP,Rosa Linn,alt z,2022,2024‑02‑01,170,64,-8,45,53,180,11,6,87
1250,Too Good At Goodbyes,Sam Smith,pop,2017,2024‑02‑01,92,37,-8,17,48,201,64,4,88
1251,Love On The Brain,Rihanna,barbadian pop,2016,2024‑02‑01,172,64,-5,8,38,224,7,5,88
1252,Fast Car,Luke Combs,contemporary country,2023,2024‑02‑01,98,60,-6,12,67,265,19,3,88
1253,Iris,The Goo Goo Dolls,neo mellow,1998,2024‑02‑01,156,72,-8,9,50,290,0,4,89
1254,Something Just Like This,The Chainsmokers,pop,2017,2024‑02‑01,103,64,-7,16,45,247,5,3,89
1255,Circles,Post Malone,dfw rap,2019,2024‑02‑01,120,76,-3,9,55,215,19,4,89
1256,Thunder,Imagine Dragons,modern rock,2017,2024‑02‑01,168,82,-5,15,29,187,1,4,89
1257,Watermelon Sugar,Harry Styles,pop,2019,2024‑02‑01,95,82,-4,34,56,174,12,5,89
1258,Shape of You,Ed Sheeran,pop,2017,2024‑02‑01,96,65,-3,9,93,234,58,8,89
1259,Say You Won't Let Go,James Arthur,pop,2016,2024‑02‑01,85,56,-7,9,49,211,70,6,89
1260,Skyfall,Adele,british soul,2012,2024‑02‑01,76,55,-7,11,8,286,42,3,89
1261,Night Changes,One Direction,boy band,2014,2024‑02‑01,120,52,-8,12,37,227,86,4,89
1262,Ghost,Justin Bieber,canadian pop,2021,2024‑02‑01,154,74,-6,42,44,153,19,5,90
1263,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,gen z singer-songwriter,2022,2024‑02‑01,101,55,-5,20,34,176,78,3,90
1264,Sure Thing,Miguel,r&b,2010,2024‑02‑01,81,61,-8,19,50,195,3,10,90
1265,Perfect,Ed Sheeran,pop,2017,2024‑02‑01,95,45,-6,11,17,263,16,2,90
1266,Anti-Hero,Taylor Swift,pop,2022,2024‑02‑01,97,64,-7,14,53,201,13,5,92
1267,Heat Waves,Glass Animals,gauze pop,2020,2024‑02‑01,81,53,-7,9,53,239,44,9,91
1268,Heather,Conan Gray,bedroom pop,2020,2024‑02‑01,102,43,-7,32,27,198,58,3,91
1269,When I Was Your Man,Bruno Mars,dance pop,2012,2024‑02‑01,73,28,-9,9,39,214,93,4,91
1270,lovely (with Khalid),Billie Eilish,art pop,2018,2024‑02‑01,115,30,-10,10,12,200,93,3,91
1271,Something in the Orange,Zach Bryan,classic oklahoma country,2022,2024‑02‑01,175,19,-12,10,15,228,56,4,91
1272,I Ain't Worried,OneRepublic,piano rock,2022,2024‑02‑01,140,80,-6,5,83,148,8,5,92
1273,Another Love,Tom Odell,chill pop,2013,2024‑02‑01,123,54,-9,9,13,244,70,4,92
1274,a thousand years,Christina Perri,pop,2011,2024‑02‑01,139,41,-7,11,16,285,31,3,65
1275,Lover,Taylor Swift,pop,2019,2024‑02‑01,69,54,-8,12,45,221,49,9,92
1276,Unstoppable,Sia,australian dance,2016,2024‑02‑01,174,78,-5,10,26,218,11,8,83
1277,As It Was,Harry Styles,pop,2022,2024‑02‑01,174,73,-5,31,66,167,34,6,95
1278,Counting Stars,OneRepublic,piano rock,2014,2024‑02‑01,122,71,-5,12,48,258,7,4,78
1279,Just Give Me a Reason (feat. Nate Ruess),P!nk,dance pop,2012,2024‑02‑01,95,55,-7,13,44,243,35,5,85
1280,All of Me,John Legend,neo soul,2013,2024‑02‑01,120,26,-7,13,33,270,92,3,88
1281,Easy On Me,Adele,british soul,2021,2024‑02‑01,142,37,-8,13,13,225,58,3,84
1282,Stick Season,Noah Kahan,pov: indie,2022,2024‑02‑01,118,49,-7,10,82,182,78,7,97
1283,Wherever You Will Go,The Calling,neo mellow,2001,2024‑02‑01,112,72,-5,12,37,209,4,3,79
1284,Dynamite,Taio Cruz,dance pop,2010,2024‑02‑01,120,78,-4,4,82,203,0,9,79
1285,Uprising,Muse,alternative rock,2009,2024‑02‑01,128,91,-4,12,41,305,0,8,79
1286,Love Story,Taylor Swift,pop,2008,2024‑02‑01,119,74,-4,8,31,236,13,3,79
1287,Ride Wit Me,Nelly,dance pop,2000,2024‑02‑01,102,70,-6,24,72,292,6,5,79
1288,Best of You,Foo Fighters,alternative metal,2005,2024‑02‑01,130,94,-5,19,37,256,0,7,79
1289,Are You Gonna Be My Girl,Jet,garage rock,2003,2024‑02‑01,105,95,-3,15,54,214,0,9,79
1290,Bleeding Love,Leona Lewis,british soul,2007,2024‑02‑01,104,66,-6,15,23,262,19,4,79
1291,Hung Up,Madonna,dance pop,2005,2024‑02‑01,125,65,-8,7,41,338,0,5,79
1292,Forever,Chris Brown,r&b,2008,2024‑02‑01,120,82,-4,18,44,279,4,5,79
1293,Naive,The Kooks,brighton indie,2006,2024‑02‑01,100,81,-6,15,74,204,8,9,79
1294,Hot In Herre,Nelly,dance pop,2002,2024‑02‑01,107,75,-5,6,91,228,21,12,79
1295,Circus,Britney Spears,dance pop,2008,2024‑02‑01,115,73,-5,7,76,192,15,5,79
1296,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,british soul,2006,2024‑02‑01,97,37,-6,17,68,234,74,3,80
1297,What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,bronx hip hop,2001,2024‑02‑01,94,71,-5,11,92,267,2,6,79
1298,Meet Me Halfway,Black Eyed Peas,dance pop,2009,2024‑02‑01,130,63,-7,32,40,284,0,7,80
1299,Don't Know Why,Norah Jones,contemporary vocal jazz,2002,2024‑02‑01,89,22,-11,7,64,186,85,3,80
1300,Make You Feel My Love,Adele,british soul,2008,2024‑02‑01,65,17,-11,11,10,212,91,3,80
1301,Here Without You,3 Doors Down,alternative metal,2002,2024‑02‑01,144,53,-7,21,23,239,5,3,80
1302,Sk8er Boi,Avril Lavigne,canadian pop,2002,2024‑02‑01,150,90,-4,36,48,204,0,5,80
1303,Womanizer,Britney Spears,dance pop,2008,2024‑02‑01,139,70,-5,9,24,224,7,6,80
1304,One Last Breath,Creed,alternative metal,2001,2024‑02‑01,127,68,-6,34,20,238,1,3,80
1305,Right Round,Flo Rida,dance pop,2009,2024‑02‑01,125,67,-7,23,71,205,1,6,80
1306,You've Got The Love,Florence + The Machine,baroque pop,2009,2024‑02‑01,110,69,-5,10,40,169,0,3,80
1307,Right Now (Na Na Na),Akon,dance pop,2008,2024‑02‑01,138,86,-4,42,59,241,26,15,80
1308,Can't Get You out of My Head,Kylie Minogue,australian dance,2001,2024‑02‑01,126,56,-8,12,96,231,3,3,80
1309,"Whenever, Wherever",Shakira,colombian pop,2001,2024‑02‑01,108,83,-5,20,87,196,24,4,80
1310,Savior,Rise Against,alternative metal,2008,2024‑02‑01,112,93,-3,43,48,242,0,5,80
1311,So What,P!nk,dance pop,2008,2024‑02‑01,126,87,-3,24,46,215,0,4,80
1312,Paparazzi,Lady Gaga,art pop,2008,2024‑02‑01,115,69,-4,9,40,208,11,4,80
1313,Young Folks,Peter Bjorn and John,alternative dance,2006,2024‑02‑01,138,81,-6,11,66,277,2,4,80
1314,Electric Feel,MGMT,alternative rock,2007,2024‑02‑01,103,80,-4,35,56,230,7,4,81
1315,Replay,Iyaz,dance pop,2009,2024‑02‑01,91,75,-6,17,20,182,17,7,80
1316,Welcome to the Black Parade,My Chemical Romance,emo,2006,2024‑02‑01,97,91,-4,22,24,311,0,8,81
1317,Use Somebody,Kings of Leon,modern rock,2008,2024‑02‑01,137,72,-5,20,17,231,1,4,81
1318,Pump It,Black Eyed Peas,dance pop,2005,2024‑02‑01,154,93,-3,75,74,213,1,18,81
1319,Teenage Dirtbag,Wheatus,pop rock,1999,2024‑02‑01,95,85,-4,17,63,242,35,5,81
1320,Alors on danse - Radio Edit,Stromae,belgian pop,2010,2024‑02‑01,120,59,-9,7,71,206,10,8,81
1321,This Is The Life,Amy Macdonald,scottish singer-songwriter,2007,2024‑02‑01,95,88,-5,7,85,184,26,3,81
1322,P.I.M.P.,50 Cent,east coast hip hop,2003,2024‑02‑01,85,77,-3,4,85,249,5,35,81
1323,"Dance, Dance",Fall Out Boy,emo,2005,2024‑02‑01,114,96,-3,9,45,180,1,15,81
1324,Kids,MGMT,alternative rock,2007,2024‑02‑01,123,93,-4,36,17,303,0,7,81
1325,Sexy Bitch (feat. Akon),David Guetta,big room,2010,2024‑02‑01,130,63,-5,13,80,196,8,5,81
1326,Fireflies,Owl City,indietronica,2009,2024‑02‑01,180,66,-7,12,47,228,3,4,81
1327,Beautiful Girls,Sean Kingston,dance pop,2007,2024‑02‑01,130,66,-6,26,77,225,15,7,81
1328,Dani California,Red Hot Chili Peppers,alternative rock,2006,2024‑02‑01,96,91,-2,35,73,282,2,4,81
1329,Down,Jay Sean,dance pop,2009,2024‑02‑01,132,68,-4,8,73,213,1,3,81
1330,Wake Me up When September Ends,Green Day,modern rock,2004,2024‑02‑01,105,81,-5,10,15,286,2,3,81
1331,When You Were Young,The Killers,alternative rock,2006,2024‑02‑01,130,99,-3,28,32,220,0,11,81
1332,Rude Boy,Rihanna,barbadian pop,2009,2024‑02‑01,174,75,-4,8,81,223,11,13,81
1333,"Sugar, We're Goin Down",Fall Out Boy,emo,2005,2024‑02‑01,162,84,-5,12,57,229,1,8,81
1334,Get Busy,Sean Paul,dance pop,2022,2024‑02‑01,100,82,-4,16,73,212,61,4,81
1335,Say My Name,Destiny's Child,dance pop,1999,2024‑02‑01,138,68,-4,15,73,271,27,10,81
1336,Dancing in the Moonlight,Toploader,british alternative rock,2000,2024‑02‑01,119,86,-3,35,87,233,6,3,81
1337,Kiss Me Thru The Phone,Soulja Boy,atl hip hop,2008,2024‑02‑01,150,71,-4,7,80,193,2,11,81
1338,I Knew You Were Trouble.,Taylor Swift,pop,2012,2024‑02‑01,77,47,-7,3,68,220,0,4,81
1339,American Boy,Estelle,neo soul,2008,2024‑02‑01,118,73,-3,7,52,285,17,38,82
1340,Disturbia,Rihanna,barbadian pop,2008,2024‑02‑01,125,81,-5,17,72,239,9,6,82
1341,Lady - Hear Me Tonight,Modjo,disco house,2001,2024‑02‑01,126,81,-6,6,87,307,1,4,82
1342,It Wasn't Me,Shaggy,pop rap,2000,2024‑02‑01,95,61,-5,31,65,228,6,7,82
1343,Crazy In Love (feat. Jay-Z),Beyoncé,pop,2003,2024‑02‑01,99,77,-7,7,68,236,0,23,82
1344,My Boo,USHER,atl hip hop,2004,2024‑02‑01,86,51,-8,5,68,223,26,12,82
1345,Dilemma,Nelly,dance pop,2002,2024‑02‑01,168,55,-8,20,61,289,23,14,82
1346,Forgot About Dre,Dr. Dre,g funk,1999,2024‑02‑01,134,74,-1,16,62,222,8,8,82
1347,Run This Town,JAY-Z,east coast hip hop,2009,2024‑02‑01,87,92,-2,26,44,268,28,29,82
1348,The Pretender,Foo Fighters,alternative metal,2007,2024‑02‑01,173,96,-4,3,37,269,0,4,82
1349,Hey There Delilah,Plain White T's,modern rock,2005,2024‑02‑01,104,29,-11,11,30,233,87,3,82
1350,Walking On A Dream,Empire of the Sun,australian dance,2008,2024‑02‑01,127,70,-6,6,72,198,26,5,82
1351,Crazy,Gnarls Barkley,atl hip hop,2006,2024‑02‑01,112,59,-5,11,64,177,5,3,82
1352,Lose Yourself,Eminem,detroit hip hop,2005,2024‑02‑01,171,74,-5,36,6,326,1,26,82
1353,Put Your Records On,Corinne Bailey Rae,british soul,2006,2024‑02‑01,96,51,-8,13,54,215,17,4,82
1354,SexyBack (feat. Timbaland),Justin Timberlake,dance pop,2006,2024‑02‑01,117,58,-6,5,96,243,6,8,82
1355,Pon de Replay,Rihanna,barbadian pop,2005,2024‑02‑01,99,64,-8,10,50,247,0,16,82
1356,Island In The Sun,Weezer,alternative rock,2001,2024‑02‑01,115,81,-6,17,66,200,1,3,82
1357,So Sick,Ne-Yo,dance pop,2006,2024‑02‑01,93,57,-8,19,58,207,25,31,82
1358,Oops!...I Did It Again,Britney Spears,dance pop,2000,2024‑02‑01,95,83,-5,36,89,211,30,4,82
1359,Thnks fr th Mmrs,Fall Out Boy,emo,2007,2024‑02‑01,155,89,-5,11,59,204,1,6,83
1360,Family Affair,Mary J. Blige,dance pop,2001,2024‑02‑01,93,55,-4,9,97,266,13,4,83
1361,Rock Your Body,Justin Timberlake,dance pop,2002,2024‑02‑01,101,71,-6,5,82,267,20,14,83
1362,Take Me Out,Franz Ferdinand,alternative rock,2004,2024‑02‑01,105,66,-9,14,53,237,0,4,83
1363,Complicated,Avril Lavigne,canadian pop,2002,2024‑02‑01,78,78,-6,30,43,245,6,5,83
1364,Temperature,Sean Paul,dance pop,2005,2024‑02‑01,125,60,-5,7,82,219,11,7,83
1365,The Next Episode,Dr. Dre,g funk,1999,2024‑02‑01,95,91,-2,9,31,162,3,27,83
1366,Alright,Kendrick Lamar,conscious hip hop,2015,2024‑02‑01,110,77,-6,8,56,219,7,24,83
1367,Back To Black,Amy Winehouse,british soul,2006,2024‑02‑01,123,42,-14,9,38,241,13,4,83
1368,Don't Stop The Music,Rihanna,barbadian pop,2008,2024‑02‑01,123,67,-6,5,54,267,3,6,83
1369,How to Save a Life,The Fray,neo mellow,2005,2024‑02‑01,122,74,-4,10,36,263,27,4,83
1370,Just Dance,Lady Gaga,art pop,2008,2024‑02‑01,119,74,-5,18,75,242,3,3,83
1371,Candy Shop,50 Cent,east coast hip hop,2005,2024‑02‑01,125,57,-8,38,76,209,3,47,83
1372,Where Is The Love?,Black Eyed Peas,dance pop,2003,2024‑02‑01,94,70,-3,13,81,273,11,18,84
1373,Kryptonite,3 Doors Down,alternative metal,2000,2024‑02‑01,99,87,-6,17,54,234,1,3,84
1374,Gimme More,Britney Spears,dance pop,2007,2024‑02‑01,113,84,-3,7,38,251,25,3,84
1375,Say It Right,Nelly Furtado,canadian latin,2006,2024‑02‑01,117,87,-6,5,81,223,5,14,84
1376,American Idiot,Green Day,modern rock,2004,2024‑02‑01,186,99,-2,37,77,176,0,6,84
1377,If I Ain't Got You,Alicia Keys,neo soul,2003,2024‑02‑01,118,44,-9,10,17,229,60,11,84
1378,Ms. Jackson,Outkast,atl hip hop,2000,2024‑02‑01,95,81,-6,8,61,271,14,27,84
1379,Dog Days Are Over,Florence + The Machine,baroque pop,2009,2024‑02‑01,150,81,-5,12,26,253,3,9,84
1380,Chasing Cars,Snow Patrol,irish rock,2006,2024‑02‑01,104,60,-5,13,14,268,20,3,84
1381,All Falls Down,Kanye West,chicago rap,2004,2024‑02‑01,91,73,-5,14,43,224,15,48,85
1382,Hall of Fame (feat. will.i.am),The Script,celtic rock,2012,2024‑02‑01,85,87,-4,12,63,203,7,6,84
1383,Last Resort,Papa Roach,alternative metal,2001,2024‑02‑01,91,89,-4,20,69,200,0,6,85
1384,Poker Face,Lady Gaga,art pop,2008,2024‑02‑01,119,81,-5,12,79,237,12,8,85
1385,Low (feat. T-Pain),Flo Rida,dance pop,2008,2024‑02‑01,128,61,-6,14,30,231,9,8,85
1386,Gold Digger,Kanye West,chicago rap,2005,2024‑02‑01,93,70,-6,6,62,208,2,35,85
1387,Hate It Or Love It,The Game,detroit hip hop,2005,2024‑02‑01,100,79,-5,12,44,206,14,21,85
1388,The Middle,Jimmy Eat World,alternative metal,2001,2024‑02‑01,162,85,-5,6,90,166,4,5,85
1389,Maneater,Nelly Furtado,canadian latin,2006,2024‑02‑01,133,78,-5,12,79,259,3,4,85
1390,Hey Ya!,Outkast,atl hip hop,2003,2024‑02‑01,80,97,-2,17,97,235,10,7,85
1391,Stronger,Kanye West,chicago rap,2007,2024‑02‑01,104,72,-8,41,49,312,1,15,85
1392,Gasolina,Daddy Yankee,latin hip hop,2004,2024‑02‑01,96,80,-7,8,74,193,32,6,85
1393,Sex on Fire,Kings of Leon,modern rock,2008,2024‑02‑01,153,91,-6,14,37,203,0,5,85
1394,Clocks,Coldplay,permanent wave,2002,2024‑02‑01,131,75,-7,18,26,308,60,3,85
1395,Party In The U.S.A.,Miley Cyrus,pop,2009,2024‑02‑01,96,70,-5,9,47,202,0,4,85
1396,I Gotta Feeling,Black Eyed Peas,dance pop,2009,2024‑02‑01,128,77,-6,51,61,289,9,3,85
1397,Stan,Eminem,detroit hip hop,2000,2024‑02‑01,80,77,-4,52,51,404,4,24,85
1398,Empire State Of Mind,JAY-Z,east coast hip hop,2009,2024‑02‑01,174,96,-2,46,81,277,3,39,85
1399,In Da Club,50 Cent,east coast hip hop,2003,2024‑02‑01,90,71,-3,7,78,193,26,37,86
1400,How You Remind Me,Nickelback,alternative metal,2001,2024‑02‑01,172,76,-5,10,54,224,0,3,86
1401,TiK ToK,Kesha,dance pop,2010,2024‑02‑01,120,84,-3,29,71,200,10,14,86
1402,Californication,Red Hot Chili Peppers,alternative rock,1999,2024‑02‑01,96,77,-3,13,33,330,0,3,86
1403,Yeah! (feat. Lil Jon & Ludacris),USHER,atl hip hop,2004,2024‑02‑01,105,79,-5,4,58,250,2,11,86
1404,Fix You,Coldplay,permanent wave,2005,2024‑02‑01,138,42,-9,11,12,296,16,3,87
1405,"Hey, Soul Sister",Train,dance pop,2010,2024‑02‑01,97,89,-4,8,80,217,19,4,86
1406,Umbrella,Rihanna,barbadian pop,2008,2024‑02‑01,174,83,-5,4,57,276,1,13,86
1407,Pumped Up Kicks,Foster The People,indietronica,2011,2024‑02‑01,128,71,-6,10,97,240,14,3,86
1408,Feel Good Inc.,Gorillaz,alternative hip hop,2005,2024‑02‑01,139,71,-7,61,77,223,1,18,86
1409,The Way I Are,Timbaland,dance pop,2007,2024‑02‑01,115,81,-6,32,77,179,18,10,87
1410,Promiscuous,Nelly Furtado,canadian latin,2006,2024‑02‑01,114,97,-6,15,87,242,6,5,87
1411,The Scientist,Coldplay,permanent wave,2002,2024‑02‑01,146,44,-7,11,21,310,73,2,88
1412,Bring Me To Life,Evanescence,alternative metal,2003,2024‑02‑01,95,94,-3,24,30,236,1,7,87
1413,Bad Romance,Lady Gaga,art pop,2009,2024‑02‑01,119,92,-4,8,71,295,0,4,87
1414,Hips Don't Lie (feat. Wyclef Jean),Shakira,colombian pop,2005,2024‑02‑01,100,82,-6,41,76,218,28,7,87
1415,Can't Stop,Red Hot Chili Peppers,alternative rock,2002,2024‑02‑01,91,94,-3,17,88,269,2,5,87
1416,Till I Collapse,Eminem,detroit hip hop,2002,2024‑02‑01,171,85,-3,8,10,298,6,19,88
1417,Smack That,Akon,dance pop,2006,2024‑02‑01,119,74,-5,11,92,212,32,5,88
1418,Seven Nation Army,The White Stripes,alternative rock,2003,2024‑02‑01,124,45,-8,34,28,232,0,7,88
1419,Viva La Vida,Coldplay,permanent wave,2008,2024‑02‑01,138,62,-7,11,42,242,10,3,90
1420,Numb,Linkin Park,alternative metal,2003,2024‑02‑01,110,86,-4,64,24,186,0,4,89
1421,Flashing Lights,Kanye West,chicago rap,2007,2024‑02‑01,90,63,-8,39,43,238,4,4,90
1422,Somewhere Only We Know,Keane,neo mellow,2004,2024‑02‑01,172,67,-4,8,30,237,6,3,89
1423,Unwritten,Natasha Bedingfield,dance pop,2004,2024‑02‑01,100,80,-6,8,63,259,1,4,90
1424,Mr. Brightside,The Killers,alternative rock,2004,2024‑02‑01,148,91,-5,10,24,223,0,7,90
1425,The Real Slim Shady,Eminem,detroit hip hop,2000,2024‑02‑01,105,66,-4,5,76,284,3,6,90
1426,Yellow,Coldplay,permanent wave,2000,2024‑02‑01,173,66,-7,23,28,267,0,3,93
1427,In the End,Linkin Park,alternative metal,2000,2024‑02‑01,105,86,-6,21,40,217,1,6,90
1428,Heartless,Kanye West,chicago rap,2008,2024‑02‑01,88,65,-6,25,65,211,5,14,91
1429,Murder On The Dancefloor,Sophie Ellis-Bextor,dance pop,2002,2024‑02‑01,117,85,-5,31,89,230,0,3,93
1430,Without Me,Eminem,detroit hip hop,2002,2024‑02‑01,112,67,-3,24,66,290,0,7,92
1431,IDGAF,Dua Lipa,dance pop,2017,2024‑02‑01,97,54,-6,8,51,218,4,9,82
1432,2U (feat. Justin Bieber),David Guetta,big room,2018,2024‑02‑01,145,61,-7,23,52,195,23,6,64
1433,It Ain't Me (with Selena Gomez),Kygo,edm,2017,2024‑02‑01,100,53,-7,9,52,221,12,7,81
1434,Paris,The Chainsmokers,pop,2017,2024‑02‑01,100,66,-6,9,22,222,2,3,78
1435,Closer,The Chainsmokers,pop,2016,2024‑02‑01,95,52,-6,11,66,245,41,3,87
1436,Swish Swish,Katy Perry,pop,2017,2024‑02‑01,120,71,-5,13,60,242,2,5,14
1437,Sigo Extrañándote,J Balvin,reggaeton,2017,2024‑02‑01,93,86,-4,18,95,201,14,21,10
1438,No Lie,Sean Paul,dance pop,2017,2024‑02‑01,102,89,-3,22,49,222,5,15,15
1439,Fetish,Selena Gomez,pop,2017,2024‑02‑01,123,62,-4,8,31,186,2,6,15
1440,By Your Side,Jonas Blue,pop,2017,2024‑02‑01,123,76,-4,6,66,201,9,3,13
1441,Traicionera,Sebastian Yatra,colombian pop,2017,2024‑02‑01,91,68,-5,24,64,228,14,5,8
1442,Most Girls,Hailee Steinfeld,pop,2017,2024‑02‑01,103,59,-7,10,39,204,4,8,11
1443,Magnolia,Playboi Carti,atl hip hop,2017,2024‑02‑01,163,60,-7,37,44,182,1,28,10
1444,Love On The Brain,Rihanna,barbadian pop,2017,2024‑02‑01,172,63,-5,8,37,224,8,5,24
1445,The Cure,Lady Gaga,art pop,2017,2024‑02‑01,100,50,-5,9,51,211,8,4,12
1446,Love Yourself,Justin Bieber,canadian pop,2017,2024‑02‑01,99,37,-10,22,58,234,85,34,66
1447,Caroline,Aminé,pop rap,2017,2024‑02‑01,120,39,-8,13,70,210,28,47,10
1448,Scars To Your Beautiful,Alessia Cara,canadian contemporary r&b,2017,2024‑02‑01,194,75,-6,11,44,231,3,32,14
1449,September Song,JP Cooper,uk pop,2017,2024‑02‑01,96,64,-6,9,39,221,5,4,10
1450,La Rompe Corazones,Daddy Yankee,latin hip hop,2017,2024‑02‑01,176,86,-3,31,88,205,11,6,12
1451,All Time Low,Jon Bellion,indie pop rap,2017,2024‑02‑01,90,57,-4,9,47,218,6,10,13
1452,Without You,Avicii,dance pop,2017,2024‑02‑01,134,86,-5,4,32,182,0,4,56
1453,Too Good At Goodbyes,Sam Smith,pop,2017,2024‑02‑01,92,37,-8,15,50,202,62,4,18
1454,Green Light,Lorde,art pop,2017,2024‑02‑01,129,71,-8,8,23,235,2,10,15
1455,Black Beatles,Rae Sremmurd,melodic rap,2017,2024‑02‑01,146,64,-6,11,32,292,13,7,21
1456,Cold,Maroon 5,pop,2017,2024‑02‑01,100,72,-6,4,46,234,12,8,22
1457,Friends,Justin Bieber,canadian pop,2017,2024‑02‑01,105,72,-5,30,61,189,0,4,18
1458,Bad Liar,Selena Gomez,pop,2017,2024‑02‑01,121,41,-6,8,70,215,17,7,12
1459,Treat You Better,Shawn Mendes,canadian pop,2017,2024‑02‑01,166,82,-4,11,81,188,10,24,68
1460,Body Like A Back Road,Sam Hunt,contemporary country,2017,2024‑02‑01,99,47,-7,10,66,165,46,3,13
1461,DNA.,Kendrick Lamar,conscious hip hop,2017,2024‑02‑01,140,52,-7,8,39,186,0,35,13
1462,Ahora Dice,Chris Jedi,reggaeton,2017,2024‑02‑01,144,69,-5,13,41,271,25,17,10
1463,Bad Things,Machine Gun Kelly,ohio hip hop,2017,2024‑02‑01,138,70,-5,31,28,239,23,16,28
1464,All Night,The Vamps,boy band,2017,2024‑02‑01,145,75,-6,33,41,197,0,4,13
1465,Starving,Hailee Steinfeld,pop,2017,2024‑02‑01,100,64,-4,10,50,182,37,8,14
1466,Side To Side,Ariana Grande,pop,2017,2024‑02‑01,159,71,-6,29,65,226,2,22,17
1467,rockstar,Post Malone,dfw rap,2017,2024‑02‑01,160,52,-6,14,14,219,14,7,23
1468,Bounce Back,Big Sean,detroit hip hop,2017,2024‑02‑01,81,53,-7,13,27,223,10,17,12
1469,Thunder,Imagine Dragons,modern rock,2017,2024‑02‑01,168,85,-4,12,33,188,1,4,22
1470,Slow Hands,Niall Horan,pop,2017,2024‑02‑01,86,42,-7,5,88,189,1,4,13
1471,Redbone,Childish Gambino,atl hip hop,2017,2024‑02‑01,160,36,-10,13,59,327,18,10,17
1472,Sorry Not Sorry,Demi Lovato,pop,2017,2024‑02‑01,144,65,-7,26,89,204,2,24,14
1473,Chained To The Rhythm,Katy Perry,pop,2017,2024‑02‑01,95,80,-5,25,46,238,8,13,23
1474,Don't Wanna Know,Maroon 5,pop,2017,2024‑02‑01,100,60,-6,9,43,215,36,9,42
1475,Let Me Love You,DJ Snake,edm,2017,2024‑02‑01,100,71,-5,14,18,206,7,4,17
1476,Mama,Jonas Blue,pop,2017,2024‑02‑01,104,79,-4,5,55,184,11,4,15
1477,1-800-273-8255,Logic,conscious hip hop,2017,2024‑02‑01,100,59,-8,15,38,251,57,4,19
1478,Strip That Down,Liam Payne,pop,2017,2024‑02‑01,106,49,-5,8,52,205,20,6,50
1479,Issues,Julia Michaels,pop,2017,2024‑02‑01,114,41,-7,6,42,176,39,6,16
1480,There's Nothing Holdin' Me Back,Shawn Mendes,canadian pop,2017,2024‑02‑01,122,80,-4,8,97,199,32,6,18
1481,Believer,Imagine Dragons,modern rock,2017,2024‑02‑01,125,79,-4,11,69,204,6,13,24
1482,Congratulations,Post Malone,dfw rap,2017,2024‑02‑01,123,80,-4,26,52,220,22,4,17
1483,Stay,Zedd,complextro,2017,2024‑02‑01,102,62,-5,11,53,210,26,7,18
1484,HUMBLE.,Kendrick Lamar,conscious hip hop,2017,2024‑02‑01,150,59,-7,9,37,178,0,11,17
1485,Despacito - Remix,Luis Fonsi,latin pop,2017,2024‑02‑01,178,82,-4,9,82,229,23,17,20
1486,One Light (feat. Yung Bleu) - Remix,Bantu,zimdancehall,2022,2024‑02‑01,104,43,-14,6,45,195,8,35,50
1487,Never Gonna Leave This Bed,Maroon 5,pop,2010,2024‑02‑01,117,82,-4,25,47,197,10,3,32
1488,Secret,Maroon 5,pop,2002,2024‑02‑01,88,44,-8,10,15,295,26,5,55
1489,This Summer,Maroon 5,pop,2014,2024‑02‑01,99,77,-5,64,18,224,0,7,58
1490,Wake Up Call,Maroon 5,pop,2007,2024‑02‑01,164,95,-3,9,97,201,3,6,54
1491,Give A Little More,Maroon 5,pop,2010,2024‑02‑01,118,82,-4,14,94,180,0,4,26
